cD	FbR_U	FbR_UB	FbR_Ud	FbR_UdB	FbR_I	FbR_IB	FbR_Ia	FbR_Hu	FbR_Hs	FbR_Bm	FbR_B	FbR_Em	FbR_E	FbD_U	FbD_UB	FbD_Ud	FbD_UdB	FbD_I	FbD_IB	FbD_Ia	FbD_Hu	FbD_Hs	FbD_Bm	FbD_B	FbD_Em	FbD_E	NfR_U	NfR_UB	NfR_Ud	NfR_UdB	NfR_I	NfR_IB	NfR_Ia	NfR_Hu	NfR_Hs	NfR_Bm	NfR_B	NfR_Em	NfR_E	NfD_U	NfD_UB	NfD_Ud	NfD_UdB	NfD_I	NfD_IB	NfD_Ia	NfD_Hu	NfD_Hs	NfD_Bm	NfD_B	NfD_Em	NfD_E	CoRa(cD)
3000.0	28553.556166888575	372001.48804274265	11369.885327605129	148129.2893370031	17.989150677401746	234.36705415276077	3.758903109081228	193.2747147938272	6.7660853693735135	332.345143654971	78085.69564781971	2790.38886351511	5.022659773029054e6	28362.958565128694	372001.4880048728	11684.525372269534	153251.4524182988	17.871932965743827	234.4045788000291	3.838596151142662	193.13126695755227	6.909533205648285	335.4823314567035	78610.42529934412	2831.981216746204	5.097525409917455e6	28553.556166865434	372001.48803699965	11369.885327574111	148129.28933443225	17.989150677662845	234.36705415273423	3.7589031091357854	193.27471479382783	6.766085369372889	332.3451436545745	78085.69564667749	2790.3888635098515	5.022659773038684e6	29058.77268085857	372001.48791271116	12013.18541724058	153789.24338518927	18.279979706485964	234.01545120783751	3.8196769900135403	193.1653208395782	6.875479323622405	334.73535867766753	76728.093270153	2822.077966560632	5.079699696378353e6	0.7736648655719386
3069.878976842262	28463.669874010007	372001.4880231412	11517.66254427309	150528.4233872469	17.93388684409536	234.38490160598914	3.796319462835736	193.2073651884166	6.83343497478411	333.8150011104977	78332.28384515723	2809.8760075285672	5.057736351644278e6	28272.862223715183	372001.4880777471	11835.018745933981	155719.9388547984	17.81647699546413	234.42187946534006	3.8767514533961696	193.06258723589613	6.978212927304695	336.9928941688329	78860.92993944773	2852.008024789345	5.133573374304014e6	28463.66987422717	372001.48802350054	11517.662544254377	150528.42338599928	17.93388684419592	234.38490160574167	3.7963194628570256	193.2073651882333	6.8334349749672585	333.8150011146358	78332.28384463525	2809.876007583426	5.057736351691083e6	28968.39680260126	372001.4879393648	12168.564820779142	156264.36239456755	18.224477693588003	234.0327930480401	3.8578371953519146	193.09663229856585	6.944167864634737	336.24342329858365	76967.46930214943	2842.071655294798	5.115688054032998e6	0.7747872608150905
3141.3856441526987	28373.66870664233	372001.48801723524	11666.713344491147	152960.07493894958	17.878523225077217	234.40250287991933	3.8340818262790157	193.13939276281974	6.901407400380898	335.3039687375877	78580.7525319212	2829.6165112565823	5.093268974112589e6	28182.71047249322	372001.4880622447	11986.817712737824	158221.75244784265	17.760955669980607	234.4388889498636	3.9152632556328792	192.99326581928028	7.047534343920364	338.5229481444837	79113.19175342373	2872.293245005606	5.1700864802250005e6	28373.668706432745	372001.4880146116	11666.713344410604	152960.07493794462	17.878523225061162	234.40250287978716	3.8340818262755687	193.13939276281494	6.901407400385663	335.30396873764477	78580.75253194742	2829.616511257341	5.09326897411013e6	28877.908149150324	372001.4881415769	12325.281344794685	158772.81818910185	18.168876384332766	234.04987843718754	3.8963530959819233	193.02730349465932	7.01349666854133	337.7710083807517	77208.6451705082	2862.3241433010903	5.152142243440664e6	0.775913591604923
3214.557915712819	28283.5808331708	372001.48800655216	11817.052492767012	155424.62343469926	17.82307611831368	234.41983672318509	3.872195070534957	193.07078874970767	6.970011413493056	336.8122253537914	78831.04417341818	2849.612745434732	5.129261907733448e6	28092.531050433678	372001.48800530954	12139.938320752963	160757.28264544148	17.70538507773492	234.45558612056783	3.954136726215637	192.92329339326238	7.117506769938153	340.07267690461475	79367.15079254433	2892.839310487621	5.20706910243239e6	28283.58083091336	372001.48800181545	11817.052491522361	155424.623428755	17.823076117122103	234.41983672323798	3.8721950702760606	193.07078875004038	6.970011413160284	336.81222535157355	78831.04417870629	2849.6127454053317	5.129261907864306e6	28787.336364464772	372001.48801590205	12483.351337598584	161314.999546116	18.113192907487278	234.06668515404687	3.9352298580412977	192.9573251563984	7.083475006802404	339.3182964541655	77451.5608211095	2882.837850534093	5.189066622169579e6	0.777043469999321
3289.4345884295553	28193.4342017844	372001.4880349985	11968.695350118167	157922.45311734054	17.76756171417336	234.43688198896058	3.9106642044408226	193.00154413245937	7.0392560307412975	338.3399517512146	79083.10016797078	2869.867106976936	5.165719466825542e6	28002.351464850886	372001.4880888982	12294.39727154279	163326.92422365275	17.649781161450473	234.4719495922683	3.9933771800039812	192.85266039510242	7.188139768098113	341.6422652719007	79622.74603082052	2913.6486715859623	5.2445256526446715e6	28193.434202126864	372001.48803376174	11968.695350141981	157922.45311521142	17.767561714422925	234.4368819886264	3.910664204495754	193.00154413244223	7.039256030758462	338.3399517510232	79083.10016674724	2869.867106974401	5.165719466878013e6	28696.71066368849	372001.48802918306	12642.791655699688	163891.29975280171	18.05744410694284	234.08319104160688	3.97447275720374	192.88668775118177	7.154112412018855	340.8854733977076	77696.1558359088	2903.6152413474283	5.226465622870579e6	0.7781766614328602
3366.05536290589	28103.25663742559	372001.48796901794	12121.657917014702	160453.95279747737	17.71199614780967	234.45361737233176	3.9494943871482238	192.93164962514047	7.109150538060094	339.8873309829372	79336.86049542534	2890.3820227727783	5.20264601983535e6	27912.1990922509	372001.48815735284	12450.211926928352	165931.0764292414	17.594159825195582	234.4879580077413	4.032990090436077	192.78135697222993	7.25944319097073	343.23190065608276	79879.91495131452	2934.723812950156	5.282460603629825e6	28103.256637706007	372001.48797467776	12121.657917154833	160453.95280017253	17.711996147710863	234.45361737225159	3.949494387126189	192.9316496251231	7.109150538077529	339.88733098301833	79336.86049584075	2890.382022773849	5.202646019827117e6	28606.060134771822	372001.4880511015	12803.619953861276	166502.11787299722	18.0016468011405	234.09937392125437	4.014087235187351	192.81538150684406	7.22541865635657	342.4727252742633	77942.36827623568	2924.658782534215	5.264343693817671e6	0.7793127720019646
3444.4608644906484	28013.07567228256	372001.48793190945	12275.956810163694	163019.51651922226	17.656395387388322	234.47002162075455	3.9886909157770067	192.86109569242316	7.179704470777333	341.45454783375834	79592.26425623079	2911.1599426706734	5.24004597643716e6	27822.101111771815	372001.4880684544	12607.400324527705	168570.1435336507	17.538536869293665	234.5035899574345	4.072981088321254	192.7093729893651	7.331427173835556	344.84177262181794	80138.59377984621	2956.067247799262	5.320878478718359e6	28013.075671989474	372001.48793236696	12275.956810052303	163019.5165196491	17.656395387187295	234.47002162082646	3.988690915731591	192.86109569239954	7.179704470801167	341.454547834281	79592.26425716141	2911.1599426776056	5.240045976429883e6	28515.413674630097	372001.4880028533	12965.854554778218	169147.85750859595	17.94581769062888	234.1152113279265	4.05407889262406	192.74339634377134	7.297403819429239	344.0802412740152	78190.13495782077	2945.970982348766	5.302705350602835e6	0.7804514668875631
3524.6926648185886	27922.918690366965	372001.4878412272	12431.609312495359	165619.54305543783	17.60077533126913	234.48607332525035	4.028259243536514	192.78987251874247	7.250927644458335	343.0417893578326	79849.2491409287	2932.2033466058456	5.277923800500329e6	27732.084410301588	372001.4879248261	12765.981168094522	171244.5352243027	17.482927923385404	234.51882403329745	4.113355954755926	192.6366980400148	7.4041021231858855	346.4720725426437	80398.71778462772	2977.6815133341997	5.359783845727515e6	27922.918689509916	372001.4878316337	12431.609312087454	165619.54305081576	17.600775331195116	234.48607332541428	4.028259243519573	192.78987251871567	7.250927644485013	343.0417893583506	79849.24914132031	2932.203346612715	5.27792380051151e6	28424.799977035615	372001.4879562002	13129.514475045085	171828.9270683576	17.88997338571013	234.1306810327812	4.094453492171943	192.67072187136907	7.3700782918315575	345.7082135815928	78439.39147715752	2967.554388745353	5.341555171372543e6	0.7815924856880656
3606.7933038522388	27832.812720983977	372001.48805996234	12588.633339849153	168254.4368060762	17.54515167421868	234.50175128623655	4.068204965096088	192.71797003350417	7.322830129696371	344.6492441833933	80107.75213313958	2953.5147353823922	5.316283993422172e6	27642.175613898326	372001.48803105793	12925.973858410247	173954.66668568386	17.42734846777043	234.53363882504948	4.1541206310588725	192.56332143008638	7.4774787331142845	348.12299374118004	80660.22116056817	2999.5691725965194	5.399181317205789e6	27832.812721105613	372001.48806939897	12588.63333991608	168254.4368105035	17.54515167385561	234.50175128630775	4.068204965011891	192.71797003354905	7.3228301296517495	344.64924418324114	80107.75213482158	2953.5147353803727	5.316283993417143e6	28334.24746503751	372001.48792459007	13294.619496385727	174545.7408390888	17.834130340641043	234.14576061292277	4.1352169598627375	192.5973474351354	7.443452728065322	347.35683526678434	78690.07232938905	2989.4115614135135	5.380897763303346e6	0.7827355279914704
3690.8063124371447	27742.784975759238	372001.4879128052	12747.047597502988	170924.60583380502	17.489540260491985	234.51703377677705	4.108533876270413	192.64537780507538	7.395422358125216	346.2771046401176	80367.70762400464	2975.0966588775673	5.355131138184376e6	27552.40126770212	372001.4880678926	13087.398527318148	176700.95737749175	17.371813969954463	234.5480127148942	4.195281234711654	192.48923214069433	7.551568022506369	349.79473247210666	80923.036304613	3021.7328275005666	5.439075579329977e6	27742.784951650978	372001.4879090873	12747.047591226938	170924.6058964737	17.489540247274036	234.51703380098732	4.108533873165022	192.64537781620376	7.395422346996865	346.2771043375005	80367.70769304027	2975.096654865516	5.355131136167423e6	28243.78433331256	372001.48807025864	13461.190133852593	177298.71825622037	17.778304888111034	234.16042768715147	4.176375370557319	192.5232621007587	7.517538062441775	349.02630146996756	78942.11081459292	3011.545087494365	5.42073779162587e6	0.7838802305927587
