cD	FbR_U	FbR_UB	FbR_Ud	FbR_UdB	FbR_I	FbR_IB	FbR_Ia	FbR_Hu	FbR_Hs	FbR_B	FbR_E	FbD_U	FbD_UB	FbD_Ud	FbD_UdB	FbD_I	FbD_IB	FbD_Ia	FbD_Hu	FbD_Hs	FbD_B	FbD_E	NfR_U	NfR_UB	NfR_Ud	NfR_UdB	NfR_I	NfR_IB	NfR_Ia	NfR_Hu	NfR_Hs	NfR_B	NfR_E	NfD_U	NfD_UB	NfD_Ud	NfD_UdB	NfD_I	NfD_IB	NfD_Ia	NfD_Hu	NfD_Hs	NfD_B	NfD_E	CoRa(cD)
0.9750000000000001	28523.849661564873	372148.859545878	6.18932805677985	80.7519014359615	18.188696650319617	237.3077813584669	0.6186300137217429	199.36621246005868	1.113979616772044	73063.20752976905	2.9955553021777957e6	28524.389088506523	372148.85954379564	6.498850362083668	84.78862238653385	18.189007855730278	237.30735382218407	0.6187462394230252	199.36600317030667	1.114188906524055	73061.82582326894	2.9955861845861822e6	28523.849662896322	372148.8595501625	6.189328060828388	80.75190148594297	18.188696660550097	237.30778148359897	0.6186300140696995	199.36621245921563	1.1139796176150765	73063.20752719975	2.9955553003581823e6	28525.1863575991	372148.8595438299	6.499083524942009	84.78929449574248	18.189486410315542	237.30696456905127	0.6186568748682946	199.3661640908734	1.1140279859573132	73059.78377051344	2.995562439128491e6	NaN
0.9806287364266945	28523.911929480717	372148.8595391273	6.225065618736555	81.21799059390577	18.188732564231366	237.30773187619417	0.6186434322442197	199.3661882976127	1.114003779218001	73063.04803066702	2.9955588670976073e6	28524.454502128934	372148.85954378697	6.536375453610301	85.27800584584813	18.189045591539443	237.3073019453206	0.6187603306954932	199.36597779586648	1.1142142809652194	73061.65827419425	2.99558992914046e6	28523.91195481518	372148.85954184947	6.225065627400902	81.21799063540647	18.188732596807828	237.30773209218123	0.6186434333522258	199.3661882951511	1.1140037816796697	73063.04796630806	2.995558865588851e6	28525.25636080777	372148.859543809	6.536611314424441	85.27868575285137	18.189526911075944	237.30691058541885	0.6186704499303536	199.36613964598376	1.1140524308469753	73059.60447583637	2.9955660460083247e6	NaN
0.9862899679034007	28523.97456310428	372148.85953676427	6.261009567795081	81.68676938256426	18.188768712352424	237.30768241010722	0.6186569293072185	199.36616399329532	1.114028083535394	73062.88759637733	2.9955624530868977e6	28524.52025750517	372148.85954383935	6.57411725106066	85.77021331959023	18.18908353117194	237.30724988475714	0.6187745020932688	199.365952277143	1.1142397996877589	73061.48985054491	2.995593695069014e6	28523.97456475827	372148.8595417862	6.261009571341166	81.68676942519537	18.18876873151935	237.30768264961893	0.6186569299591472	199.36616399147715	1.1140280853536904	73062.88759312667	2.9955624515639823e6	28525.32677963951	372148.8595438224	6.574355851175154	85.77090110429779	18.189567645768424	237.3068561963841	0.6186841035327535	199.36611505966493	1.1140770171737207	73059.42411754552	2.995569673832467e6	NaN
0.9919838820260893	28524.037514252097	372148.8595319047	6.297161087232507	82.15825334153328	18.188805010483716	237.30763225814613	0.6186705013674473	199.3661395543096	1.1140525225210958	73062.72634898007	2.9955660592871634e6	28524.586399494347	372148.85954382195	6.612077015475945	86.26526108716997	18.18912168534172	237.30719740699388	0.61878875533098	199.36592661104868	1.1142654657820767	73061.32043740754	2.9955974828289016e6	28524.037585856633	372148.85954373947	6.29716110557917	82.15825337726871	18.188805073106185	237.30763248700376	0.6186705034974795	199.36613954935234	1.114052527478389	73062.72616789256	2.9955660580794797e6	28525.39758980589	372148.85954383074	6.6123183823114235	86.26595685129884	18.18960860390276	237.30680146712783	0.6186978346393476	199.3660903337827	1.1141017430480449	73059.24275785651	2.9955733223269316e6	NaN
0.9977106674737349	28524.100968317707	372148.85954045603	6.333521412282942	82.63245801951113	18.18884161672891	237.30758195082993	0.6186841581750206	199.3661149615929	1.1140771152378588	73062.56381673597	2.9955696879566535e6	28524.65290899696	372148.85954383475	6.650256001377092	86.76316553403963	18.18916005830906	237.30714472657777	0.618803090522929	199.3659007973777	1.1142912794993884	73061.15008373577	2.995601292451928e6	28524.100940046686	372148.8595392302	6.333521409481343	82.63245806458636	18.188841640809052	237.3075824994214	0.6186841589940953	199.36611495969888	1.1140771171319002	73062.56388890963	2.9955696863127314e6	28525.468806089993	372148.8595438044	6.650500167770051	86.76386934476446	18.18964979635283	237.30674641651703	0.6187116479926933	199.36606545979708	1.1141266170336612	73059.06035891615	2.995576992753202e6	NaN
1.003470514014567	28524.164705619194	372148.8595438437	6.370091704166472	83.10939915945974	18.188878399707786	237.30753158986963	0.6186978908775324	199.36609023251347	1.1141018443172852	73062.40055871343	2.9955733372701476e6	28524.71983492776	372148.85954379133	6.688655485162455	87.26394312391443	18.18919867250553	237.30709172917403	0.6188175098744808	199.3658748321588	1.114317244671941	73060.97866423943	2.9956051245256662e6	28524.164721454308	372148.8595438001	6.3700917074680845	83.10939915638751	18.188878411920644	237.30753161744045	0.6186978912929548	199.36609023176538	1.1141018450653448	73062.40051814448	2.995573337380531e6	28525.540436704243	372148.8595438001	6.688902478322179	87.26465509563657	18.18969123950029	237.3066911899913	0.6187255397662474	199.3660404445986	1.1141516322321383	73058.87689971768	2.995580684095874e6	NaN
1.0092636125123597	28524.228803670874	372148.8595438175	6.406873192941611	83.58909255035621	18.188915384160993	237.3074808542885	0.6187117023613947	199.36606536189427	1.1141267149364853	73062.23637671978	2.9955770071999803e6	28524.787100132828	372148.8595438437	6.727276724168084	87.76761045594229	18.189237476727573	237.3070383887221	0.6188320103624091	199.365848720836	1.1143433559947342	73060.80637657839	2.9956089782481045e6	28524.228818918105	372148.8595438022	6.406873196210554	83.58909254831978	18.188915392221656	237.3074808325953	0.6187117026355855	199.36606536140053	1.1141267154012084	73062.23633766237	2.9955770072728433e6	28525.61248447101	372148.8595438111	6.7275265877997725	87.76833067036769	18.18973291261226	237.30663549358562	0.6187395112998977	199.36601528577452	1.1141767910646976	73058.69237304723	2.9955843967123353e6	NaN
1.0150901549327553	28524.293304847175	372148.8595491376	6.443867106137009	84.07155404778416	18.188952596450616	237.30742974108446	0.6187255948098379	199.36604034508082	1.11415173174999	73062.07116394953	2.9955806986474497e6	28524.854788099277	372148.85954380006	6.766121016444871	88.27418416831733	18.189276531634157	237.30698480193848	0.6188465962444638	199.3658224557423	1.1143696211084322	73060.63300689193	2.995612854752285e6	28524.293286342563	372148.85954602546	6.4438671031251005	84.07155406232542	18.188952598643464	237.30742992165852	0.6187255948844302	199.3660403451237	1.1141517317070062	73062.07121073622	2.9955806981042745e6	28525.684920191896	372148.85954382183	6.766373769905947	88.27491273219972	18.18977481193796	237.30657952126558	0.6187535637527034	199.36598998123765	1.114202095583544	73058.50685369935	2.9955881309119714e6	NaN
1.0209503343496265	28524.35805636848	372148.8595337012	6.481074639572182	84.55679966102447	18.188989950065412	237.30737837597044	0.6187395623494283	199.36601519461232	1.1141768822184706	73061.9053066197	2.9955844100140007e6	28524.922832629927	372148.8595438394	6.805189636388202	88.78368105026514	18.189315785633934	237.306930846568	0.6188612647255614	199.36579604191078	1.1143960349199786	73060.45872478049	2.9956167532969043e6	28524.35807727866	372148.85953705973	6.48107464456307	84.5567996649167	18.188989990659522	237.3073787337723	0.6187395637303313	199.3660151913816	1.114176885449156	73061.90525372	2.9955844099031445e6	28525.757807460068	372148.85954378976	6.805445329457125	88.7844180631263	18.189816972594663	237.30652320211934	0.618767695388641	199.3659645341141	1.1142275427166406	73058.32017881006	2.995591886234813e6	NaN
1.0268443449514724	28524.4233410769	372148.8595438306	6.518497083124845	85.04484535419896	18.189027617483266	237.30732668567074	0.6187536173371274	199.36598988474708	1.114202192083663	73061.73808936855	2.9955881451512612e6	28524.991291701557	372148.8595438045	6.84448389172894	89.29611794145447	18.189355281394104	237.30687659684716	0.6188760189044029	199.36576947376162	1.114422603069153	73060.28338173186	2.9956206747070015e6	28524.42334430668	372148.85954384797	6.518497083800852	85.04484535339303	18.18902762063901	237.30732669998406	0.6187536174444795	199.36598988455378	1.1142021922778966	73061.73808109928	2.9955881451797877e6	28525.831091678392	372148.85954380926	6.844742546327112	89.2968634847786	18.189859365881425	237.30646661597112	0.6187819117215555	199.36593893447505	1.1142531423728679	73058.1324882456	2.9955956641475456e6	NaN
