FB	rho	time	Y	U	W	C	Ys
1	0.3863	0.0	0.7992817205447686	1.4211799052653804	1.8701045647846477	0.19917228925838412	NaN
1	0.3863	9.999999999999999e-5	0.7992817205447686	1.421179905265379	1.8701045647846464	0.19917228925838545	NaN
1	0.3863	0.0010999999999999998	0.7992817205447686	1.4211799052653658	1.870104564784633	0.1991722892583987	NaN
1	0.3863	0.011099999999999997	0.7992817205447686	1.4211799052652334	1.8701045647845007	0.19917228925853062	NaN
1	0.3863	0.11109999999999996	0.7992817205447681	1.4211799052639191	1.8701045647831864	0.19917228925980532	NaN
1	0.3863	1.1110999999999995	0.7992817205443905	1.421179905251619	1.870104564770901	0.19917228926886416	NaN
1	0.3863	9.196387864292731	0.799281720923243	1.4211799051360572	1.870104564710851	0.19917228922098534	NaN
1	0.3863	23.036701414523833	0.7992847487993595	1.4211794951818022	1.8701045342965334	0.19917234477812013	NaN
1	0.3863	26.83519819460562	0.7992866541427043	1.4211792362344216	1.870104514943549	0.19917238830099274	NaN
1	0.3863	30.081843248018423	0.7992847137488597	1.4211794992517033	1.8701045345111316	0.19917234973394693	NaN
1	0.3863	33.21269403400866	0.7992831870204421	1.4211797062504001	1.8701045499204778	0.19917231893784182	NaN
1	0.3863	36.43392500632488	0.7992825693752629	1.4211797899938823	1.870104556158801	0.19917230645029593	NaN
1	0.3863	39.81455168447428	0.7992823794213593	1.421179815746901	1.870104558081756	0.19917230260659755	NaN
1	0.3863	43.338516437698395	0.7992823837352965	1.4211798151588573	1.8701045580443056	0.19917230269520067	NaN
1	0.3863	46.93991587503258	0.7992824868462941	1.4211798011748742	1.8701045570095638	0.19917230478518197	NaN
1	0.3863	50.549033202114195	0.7992826181558248	1.4211797833677906	1.870104555689782	0.19917230744651815	NaN
1	0.3863	54.12544830508222	0.799282712749738	1.4211797705397025	1.8701045547399757	0.1991723093637788	NaN
1	0.3863	57.66204547127186	0.7992827421071373	1.4211797665578771	1.8701045544479766	0.1991723099589706	NaN
1	0.3863	61.17169861618682	0.7992827227014621	1.4211797691884718	1.8701045546475807	0.1991723095659342	NaN
1	0.3863	64.67196410561716	0.7992826871982609	1.4211797740020518	1.8701045550091833	0.19917230884665757	NaN
1	0.3863	68.17556959422292	0.7992826585755493	1.4211797778828046	1.8701045553009379	0.1991723082668056	NaN
1	0.3863	75.19980882786425	0.7992815290444281	1.4211799310441011	1.8701045667047584	0.1991722853763443	NaN
1	0.3863	82.52466963889161	0.7992817598914382	1.4211798997415332	1.8701045643786942	0.19917229005494902	NaN
1	0.3863	91.78733545330171	0.7992817124418733	1.4211799061754995	1.8701045648606864	0.1991722890936378	NaN
1	0.3863	104.33314680356845	0.7992817221010132	1.421179904865789	1.8701045647657217	0.19917228928964073	NaN
1	0.3863	122.74978216360802	0.7992817202910528	1.4211799051113427	1.870104564785662	0.19917228925314565	NaN
1	0.3863	152.39594347500673	0.799281720574967	1.4211799050729643	1.8701045647835126	0.19917228925898975	NaN
1	0.3863	205.8702009775087	0.7992817205421435	1.4211799050774545	1.870104564783913	0.199172289258338	NaN
1	0.3863	319.23025553841626	0.7992817205445596	1.4211799050771234	1.8701045647838692	0.19917228925838446	NaN
1	0.3863	500.0	0.7992817205444677	1.421179905077137	1.8701045647838732	0.1991722892583832	NaN
1	0.405615	500.0	0.7992817205444677	1.421179905077137	1.8701045647838732	0.1991722892583832	NaN
1	0.405615	500.0617307297131	0.8016743623857644	1.4211892177363963	1.8701045512828078	0.19917230265555233	NaN
1	0.405615	500.21145704070545	0.8068993971532917	1.4212836044383073	1.8701040441132624	0.19917279629635234	NaN
1	0.405615	500.40766671144144	0.8126627527007523	1.4215403977189898	1.8701010267260028	0.19917565036064291	NaN
1	0.405615	500.64760760503736	0.8183340543710688	1.4220203712936685	1.8700912497076472	0.1991845587577171	NaN
1	0.405615	500.93581508364684	0.8235704340276309	1.4227815128177315	1.8700672350909266	0.19920544494837536	NaN
1	0.405615	501.27144235822107	0.8280390726121495	1.4238504563705627	1.8700183548324294	0.19924563510473386	NaN
1	0.405615	501.65721613987444	0.8316234331308389	1.4252407886430105	1.8699302478768878	0.19931342394511728	NaN
1	0.405615	502.09459369688534	0.8343163299953562	1.4269428291175532	1.869785548554751	0.19941647417848982	NaN
1	0.405615	502.58744467724125	0.836216661992375	1.428941596681508	1.8695632623844438	0.19956131587752401	NaN
1	0.405615	503.1404562236854	0.837465458986654	1.4312167027968836	1.8692389537671046	0.1997522724983118	NaN
1	0.405615	503.7608406248564	0.8382137168907655	1.433753005326916	1.8687833721624387	0.19999143995181107	NaN
1	0.405615	504.45823907046446	0.8385933371774249	1.4365416930089492	1.8681612026762175	0.20027840206655173	NaN
1	0.405615	505.246139015869	0.8387037204228622	1.4395847501928476	1.8673281385286014	0.20061051444418765	NaN
1	0.405615	506.14297818199447	0.8386062044104514	1.4428951391082745	1.8662271393279906	0.2009829153381502	NaN
1	0.405615	507.1746114737565	0.8383242240369602	1.4464986961307726	1.864782081638187	0.20138861769151753	NaN
1	0.405615	508.37796782506473	0.8378449223513177	1.450435122056779	1.8628881503290557	0.20181814990091074	NaN
1	0.405615	509.8078032394507	0.8371186998651943	1.4547608861488799	1.8603955823926932	0.20225865197431747	NaN
1	0.405615	511.5490106887325	0.8360526709532448	1.4595531805138677	1.8570818941403078	0.20269161671641722	NaN
1	0.405615	513.7412557874462	0.8344919495341975	1.4649155157275284	1.8526016270421848	0.20308790835756552	NaN
1	0.405615	516.6343222684764	0.8321763094965696	1.4709847438791053	1.846388538297579	0.203396744059215	NaN
